qid,model,gold,pred,A,B,C,D,correct
430,mistralai/Ministral-8B-Instruct-2410,C,C,-3.42578125,-2.42578125,-0.191162109375,-3.08203125,True
430,mistralai/Ministral-8B-Instruct-2410,D,D,-1.8486328125,-3.443359375,-2.458984375,-0.333251953125,True
431,mistralai/Ministral-8B-Instruct-2410,A,A,-0.272216796875,-2.302734375,-2.396484375,-3.162109375,True
431,mistralai/Ministral-8B-Instruct-2410,B,B,-2.515625,-0.37451171875,-3.375,-1.6552734375,True
431,mistralai/Ministral-8B-Instruct-2410,C,C,-1.8251953125,-2.58984375,-0.387451171875,-2.55859375,True
431,mistralai/Ministral-8B-Instruct-2410,D,D,-0.9482421875,-2.21484375,-2.37109375,-0.9326171875,True
432,mistralai/Ministral-8B-Instruct-2410,A,C,-1.4345703125,-1.8095703125,-1.2001953125,-1.8251953125,False
432,mistralai/Ministral-8B-Instruct-2410,B,B,-1.5087890625,-0.8369140625,-1.7119140625,-2.3203125,True
432,mistralai/Ministral-8B-Instruct-2410,C,C,-2.265625,-1.1552734375,-0.9208984375,-2.109375,True
432,mistralai/Ministral-8B-Instruct-2410,D,D,-1.98828125,-1.37890625,-1.42578125,-1.12890625,True
433,mistralai/Ministral-8B-Instruct-2410,A,C,-1.65234375,-1.15234375,-1.04296875,-1.98046875,False
433,mistralai/Ministral-8B-Instruct-2410,B,B,-1.72265625,-0.70703125,-1.48828125,-2.30078125,True
433,mistralai/Ministral-8B-Instruct-2410,C,D,-1.599609375,-2.021484375,-1.193359375,-1.021484375,False
433,mistralai/Ministral-8B-Instruct-2410,D,A,-0.42626953125,-2.94140625,-1.75390625,-2.12890625,False
434,mistralai/Ministral-8B-Instruct-2410,A,A,-0.21044921875,-2.0703125,-3.1953125,-3.9609375,True
434,mistralai/Ministral-8B-Instruct-2410,B,B,-4.1328125,-0.05511474609375,-3.9453125,-4.2421875,True
434,mistralai/Ministral-8B-Instruct-2410,C,C,-3.404296875,-2.888671875,-0.10736083984375,-4.57421875,True
434,mistralai/Ministral-8B-Instruct-2410,D,D,-3.05859375,-3.15234375,-2.80859375,-0.1678466796875,True
435,mistralai/Ministral-8B-Instruct-2410,A,C,-3.626953125,-1.345703125,-0.361328125,-4.41015625,False
435,mistralai/Ministral-8B-Instruct-2410,B,A,-0.68896484375,-3.892578125,-2.314453125,-0.98583984375,False
435,mistralai/Ministral-8B-Instruct-2410,C,A,-0.69189453125,-0.78564453125,-3.95703125,-4.00390625,False
435,mistralai/Ministral-8B-Instruct-2410,D,C,-1.1767578125,-2.72265625,-0.489013671875,-4.66015625,False
436,mistralai/Ministral-8B-Instruct-2410,A,A,-0.60888671875,-1.7177734375,-2.046875,-1.9521484375,True
436,mistralai/Ministral-8B-Instruct-2410,B,B,-3.3984375,-0.116943359375,-3.3203125,-3.3671875,True
436,mistralai/Ministral-8B-Instruct-2410,C,C,-2.69921875,-1.99609375,-0.277099609375,-3.35546875,True
436,mistralai/Ministral-8B-Instruct-2410,D,D,-2.029296875,-1.904296875,-2.576171875,-0.450927734375,True
437,mistralai/Ministral-8B-Instruct-2410,A,B,-1.1240234375,-0.53076171875,-4.296875,-2.6875,False
437,mistralai/Ministral-8B-Instruct-2410,B,D,-3.61328125,-0.91015625,-3.19140625,-0.64453125,False
437,mistralai/Ministral-8B-Instruct-2410,C,C,-3.623046875,-0.998046875,-0.701171875,-2.263671875,True
437,mistralai/Ministral-8B-Instruct-2410,D,C,-4.3125,-1.0634765625,-0.6572265625,-2.126953125,False
438,mistralai/Ministral-8B-Instruct-2410,A,B,-0.8818359375,-0.8662109375,-2.3671875,-2.7109375,False
438,mistralai/Ministral-8B-Instruct-2410,B,B,-1.453125,-0.640625,-2.71875,-1.796875,True
438,mistralai/Ministral-8B-Instruct-2410,C,C,-1.5859375,-2.7890625,-0.36669921875,-3.3515625,True
438,mistralai/Ministral-8B-Instruct-2410,D,A,-0.8154296875,-1.6591796875,-2.626953125,-1.2529296875,False
439,mistralai/Ministral-8B-Instruct-2410,A,A,-0.03662109375,-4.59765625,-4.64453125,-4.50390625,True
439,mistralai/Ministral-8B-Instruct-2410,B,B,-5.24609375,-0.0269622802734375,-4.82421875,-4.62109375,True
439,mistralai/Ministral-8B-Instruct-2410,C,C,-4.28125,-4.0625,-0.047576904296875,-4.390625,True
439,mistralai/Ministral-8B-Instruct-2410,D,D,-4.2109375,-4.2890625,-5.1328125,-0.0389404296875,True
440,mistralai/Ministral-8B-Instruct-2410,A,A,-0.269775390625,-2.91015625,-2.33203125,-2.51953125,True
440,mistralai/Ministral-8B-Instruct-2410,B,B,-2.25390625,-0.2386474609375,-2.83203125,-3.12890625,True
440,mistralai/Ministral-8B-Instruct-2410,C,C,-2.71484375,-3.30859375,-0.135986328125,-3.83984375,True
440,mistralai/Ministral-8B-Instruct-2410,D,D,-1.611328125,-2.673828125,-3.189453125,-0.376953125,True
441,mistralai/Ministral-8B-Instruct-2410,A,A,-0.7236328125,-0.9580078125,-2.802734375,-2.677734375,True
441,mistralai/Ministral-8B-Instruct-2410,B,B,-2.703125,-0.1563720703125,-3.109375,-3.46875,True
441,mistralai/Ministral-8B-Instruct-2410,C,C,-0.95458984375,-2.408203125,-0.78271484375,-2.720703125,True
441,mistralai/Ministral-8B-Instruct-2410,D,D,-1.5361328125,-2.365234375,-3.318359375,-0.42724609375,True
442,mistralai/Ministral-8B-Instruct-2410,A,A,-0.047119140625,-4.234375,-3.875,-4.765625,True
442,mistralai/Ministral-8B-Instruct-2410,B,B,-4.6171875,-0.038421630859375,-4.4921875,-4.2734375,True
442,mistralai/Ministral-8B-Instruct-2410,C,C,-4.33984375,-4.82421875,-0.028717041015625,-5.30859375,True
442,mistralai/Ministral-8B-Instruct-2410,D,D,-3.810546875,-4.60546875,-4.85546875,-0.044708251953125,True
443,mistralai/Ministral-8B-Instruct-2410,A,A,-0.3095703125,-3.169921875,-4.82421875,-1.5595703125,True
443,mistralai/Ministral-8B-Instruct-2410,B,B,-2.509765625,-0.1356201171875,-4.73046875,-3.447265625,True
443,mistralai/Ministral-8B-Instruct-2410,C,C,-5.36328125,-0.81640625,-0.66015625,-3.39453125,True
443,mistralai/Ministral-8B-Instruct-2410,D,D,-4.6328125,-0.75927734375,-4.5078125,-0.68115234375,True
444,mistralai/Ministral-8B-Instruct-2410,A,A,-0.779296875,-3.263671875,-2.357421875,-0.904296875,True
444,mistralai/Ministral-8B-Instruct-2410,B,B,-3.146484375,-0.0831298828125,-4.17578125,-3.990234375,True
444,mistralai/Ministral-8B-Instruct-2410,C,C,-3.146484375,-3.833984375,-0.08416748046875,-4.2734375,True
444,mistralai/Ministral-8B-Instruct-2410,D,D,-2.767578125,-1.9228515625,-4.609375,-0.251220703125,True
445,mistralai/Ministral-8B-Instruct-2410,A,B,-1.6572265625,-0.485107421875,-2.578125,-2.15625,False
445,mistralai/Ministral-8B-Instruct-2410,B,B,-0.97607421875,-0.86669921875,-2.6640625,-2.0390625,True
445,mistralai/Ministral-8B-Instruct-2410,C,C,-2.09375,-1.015625,-0.85986328125,-2.421875,True
445,mistralai/Ministral-8B-Instruct-2410,D,D,-1.6728515625,-2.375,-1.1259765625,-0.9384765625,True
446,mistralai/Ministral-8B-Instruct-2410,A,A,-1.2265625,-1.4453125,-1.3828125,-1.5234375,True
446,mistralai/Ministral-8B-Instruct-2410,B,B,-2.12890625,-0.393798828125,-2.41015625,-2.17578125,True
446,mistralai/Ministral-8B-Instruct-2410,C,C,-1.9697265625,-1.7978515625,-0.4697265625,-2.705078125,True
446,mistralai/Ministral-8B-Instruct-2410,D,D,-2.244140625,-2.244140625,-2.275390625,-0.384033203125,True
447,mistralai/Ministral-8B-Instruct-2410,A,D,-1.9736328125,-2.599609375,-1.0517578125,-0.84912109375,False
447,mistralai/Ministral-8B-Instruct-2410,B,B,-2.376953125,-0.51708984375,-1.392578125,-2.939453125,True
447,mistralai/Ministral-8B-Instruct-2410,C,C,-1.3857421875,-1.8544921875,-0.7294921875,-2.26171875,True
447,mistralai/Ministral-8B-Instruct-2410,D,D,-1.998046875,-1.669921875,-3.091796875,-0.482177734375,True
448,mistralai/Ministral-8B-Instruct-2410,A,A,-0.10479736328125,-3.24609375,-3.77734375,-3.32421875,True
448,mistralai/Ministral-8B-Instruct-2410,B,B,-4.2109375,-0.03851318359375,-4.6796875,-4.5703125,True
448,mistralai/Ministral-8B-Instruct-2410,C,C,-3.4765625,-3.2109375,-0.08514404296875,-4.7578125,True
448,mistralai/Ministral-8B-Instruct-2410,D,D,-3.95703125,-4.06640625,-4.48828125,-0.05169677734375,True
449,mistralai/Ministral-8B-Instruct-2410,A,A,-0.487548828125,-2.19140625,-1.4560546875,-3.28515625,True
449,mistralai/Ministral-8B-Instruct-2410,B,B,-1.89453125,-0.269775390625,-3.50390625,-2.97265625,True
449,mistralai/Ministral-8B-Instruct-2410,C,B,-2.609375,-0.5615234375,-1.1396484375,-3.4375,False
449,mistralai/Ministral-8B-Instruct-2410,D,B,-2.255859375,-0.489501953125,-3.130859375,-1.4580078125,False
450,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0399169921875,-3.8671875,-4.3984375,-5.7890625,True
450,mistralai/Ministral-8B-Instruct-2410,B,B,-4.30859375,-0.0289154052734375,-4.68359375,-5.90234375,True
450,mistralai/Ministral-8B-Instruct-2410,C,C,-4.3828125,-4.9140625,-0.0247650146484375,-6.2109375,True
450,mistralai/Ministral-8B-Instruct-2410,D,D,-3.970703125,-4.125,-4.984375,-0.048736572265625,True
451,mistralai/Ministral-8B-Instruct-2410,A,A,-0.435791015625,-4.03125,-3.669921875,-1.185546875,True
451,mistralai/Ministral-8B-Instruct-2410,B,B,-4.4609375,-0.05401611328125,-4.6484375,-3.6796875,True
451,mistralai/Ministral-8B-Instruct-2410,C,C,-4.328125,-5.0,-0.04620361328125,-3.8125,True
451,mistralai/Ministral-8B-Instruct-2410,D,D,-3.357421875,-2.529296875,-4.74609375,-0.138671875,True
452,mistralai/Ministral-8B-Instruct-2410,A,A,-0.64453125,-2.75390625,-2.50390625,-1.14453125,True
452,mistralai/Ministral-8B-Instruct-2410,B,B,-2.880859375,-0.2880859375,-1.9130859375,-3.255859375,True
452,mistralai/Ministral-8B-Instruct-2410,C,A,-0.501953125,-2.111328125,-1.548828125,-2.955078125,False
452,mistralai/Ministral-8B-Instruct-2410,D,C,-2.443359375,-2.005859375,-0.443115234375,-2.052734375,False
453,mistralai/Ministral-8B-Instruct-2410,A,A,-0.8193359375,-1.5693359375,-3.162109375,-1.1943359375,True
453,mistralai/Ministral-8B-Instruct-2410,B,C,-1.87890625,-1.75390625,-0.83154296875,-1.45703125,False
453,mistralai/Ministral-8B-Instruct-2410,C,C,-1.1298828125,-1.3486328125,-1.0205078125,-2.94140625,True
453,mistralai/Ministral-8B-Instruct-2410,D,B,-0.875,-0.828125,-3.359375,-2.234375,False
454,mistralai/Ministral-8B-Instruct-2410,A,A,-0.57421875,-1.08984375,-3.15234375,-2.93359375,True
454,mistralai/Ministral-8B-Instruct-2410,B,B,-2.36328125,-0.1451416015625,-4.06640625,-3.92578125,True
454,mistralai/Ministral-8B-Instruct-2410,C,C,-2.00390625,-3.89453125,-0.191162109375,-4.12890625,True
454,mistralai/Ministral-8B-Instruct-2410,D,D,-1.5947265625,-3.673828125,-3.658203125,-0.298095703125,True
455,mistralai/Ministral-8B-Instruct-2410,A,D,-1.12109375,-1.94921875,-2.40234375,-0.82470703125,False
455,mistralai/Ministral-8B-Instruct-2410,B,B,-3.1171875,-0.21142578125,-3.0234375,-2.3515625,True
455,mistralai/Ministral-8B-Instruct-2410,C,C,-3.177734375,-3.240234375,-0.1314697265625,-3.208984375,True
455,mistralai/Ministral-8B-Instruct-2410,D,D,-2.828125,-3.125,-3.65625,-0.1414794921875,True
456,mistralai/Ministral-8B-Instruct-2410,A,A,-0.255615234375,-3.333984375,-3.552734375,-1.849609375,True
456,mistralai/Ministral-8B-Instruct-2410,B,B,-3.708984375,-0.100341796875,-4.3359375,-2.943359375,True
456,mistralai/Ministral-8B-Instruct-2410,C,C,-3.630859375,-4.3359375,-0.146484375,-2.380859375,True
456,mistralai/Ministral-8B-Instruct-2410,D,D,-2.912109375,-2.974609375,-4.3515625,-0.1309814453125,True
457,mistralai/Ministral-8B-Instruct-2410,A,B,-4.21875,-0.09332275390625,-2.96875,-4.015625,False
457,mistralai/Ministral-8B-Instruct-2410,B,C,-0.76318359375,-3.919921875,-0.71630859375,-3.841796875,False
457,mistralai/Ministral-8B-Instruct-2410,C,D,-0.78857421875,-3.0078125,-3.9140625,-0.75732421875,False
457,mistralai/Ministral-8B-Instruct-2410,D,A,-0.126953125,-3.673828125,-2.580078125,-4.30078125,False
458,mistralai/Ministral-8B-Instruct-2410,A,B,-1.1884765625,-0.5791015625,-2.8125,-2.625,False
458,mistralai/Ministral-8B-Instruct-2410,B,B,-1.3056640625,-0.5400390625,-2.291015625,-3.150390625,True
458,mistralai/Ministral-8B-Instruct-2410,C,C,-1.783203125,-3.142578125,-0.361328125,-2.408203125,True
458,mistralai/Ministral-8B-Instruct-2410,D,D,-2.728515625,-3.322265625,-3.306640625,-0.1512451171875,True
459,mistralai/Ministral-8B-Instruct-2410,A,B,-2.09765625,-0.90966796875,-1.39453125,-1.53515625,False
459,mistralai/Ministral-8B-Instruct-2410,B,B,-2.12890625,-1.06640625,-1.50390625,-1.19140625,True
459,mistralai/Ministral-8B-Instruct-2410,C,D,-1.4287109375,-2.458984375,-1.6162109375,-0.77197265625,False
459,mistralai/Ministral-8B-Instruct-2410,D,B,-1.8603515625,-0.84423828125,-2.28125,-1.2041015625,False
460,mistralai/Ministral-8B-Instruct-2410,A,A,-0.73876953125,-1.75390625,-2.30078125,-1.41015625,True
460,mistralai/Ministral-8B-Instruct-2410,B,B,-3.275390625,-0.2291259765625,-2.666015625,-2.369140625,True
460,mistralai/Ministral-8B-Instruct-2410,C,C,-1.681640625,-2.869140625,-0.400390625,-2.478515625,True
460,mistralai/Ministral-8B-Instruct-2410,D,D,-0.86279296875,-2.84765625,-3.53515625,-0.72216796875,True
461,mistralai/Ministral-8B-Instruct-2410,A,C,-2.44140625,-1.2216796875,-0.5185546875,-3.86328125,False
461,mistralai/Ministral-8B-Instruct-2410,B,C,-2.357421875,-1.044921875,-0.654296875,-3.466796875,False
461,mistralai/Ministral-8B-Instruct-2410,C,C,-1.640625,-2.28125,-0.40576171875,-3.34375,True
461,mistralai/Ministral-8B-Instruct-2410,D,D,-1.6279296875,-2.62890625,-1.0654296875,-0.95654296875,True
462,mistralai/Ministral-8B-Instruct-2410,A,B,-2.41796875,-0.54345703125,-1.55859375,-2.18359375,False
462,mistralai/Ministral-8B-Instruct-2410,B,A,-0.79541015625,-2.044921875,-1.232421875,-2.107421875,False
462,mistralai/Ministral-8B-Instruct-2410,C,A,-0.74853515625,-1.8271484375,-1.7646484375,-1.6708984375,False
462,mistralai/Ministral-8B-Instruct-2410,D,A,-0.8896484375,-1.1708984375,-2.451171875,-1.6865234375,False
463,mistralai/Ministral-8B-Instruct-2410,A,C,-2.341796875,-2.466796875,-0.264404296875,-3.044921875,False
463,mistralai/Ministral-8B-Instruct-2410,B,D,-1.7275390625,-1.4306640625,-2.525390625,-0.69677734375,False
463,mistralai/Ministral-8B-Instruct-2410,C,C,-1.333984375,-1.818359375,-1.037109375,-1.537109375,True
463,mistralai/Ministral-8B-Instruct-2410,D,D,-2.1640625,-1.1025390625,-2.8671875,-0.71142578125,True
464,mistralai/Ministral-8B-Instruct-2410,A,A,-0.01215362548828125,-5.33984375,-6.31640625,-5.71484375,True
464,mistralai/Ministral-8B-Instruct-2410,B,B,-6.1875,-0.0096282958984375,-6.53125,-5.984375,True
464,mistralai/Ministral-8B-Instruct-2410,C,C,-5.63671875,-6.23046875,-0.0118255615234375,-5.55859375,True
464,mistralai/Ministral-8B-Instruct-2410,D,D,-5.328125,-5.609375,-6.296875,-0.0147247314453125,True
465,mistralai/Ministral-8B-Instruct-2410,A,B,-2.158203125,-0.40869140625,-2.330078125,-2.126953125,False
465,mistralai/Ministral-8B-Instruct-2410,B,A,-0.8203125,-1.9765625,-1.0390625,-2.7421875,False
465,mistralai/Ministral-8B-Instruct-2410,C,D,-1.162109375,-2.318359375,-1.599609375,-0.95947265625,False
465,mistralai/Ministral-8B-Instruct-2410,D,C,-1.59375,-2.265625,-0.65625,-1.78125,False
466,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1923828125,-3.51953125,-3.56640625,-2.17578125,True
466,mistralai/Ministral-8B-Instruct-2410,B,B,-2.994140625,-0.10272216796875,-3.837890625,-3.806640625,True
466,mistralai/Ministral-8B-Instruct-2410,C,C,-2.392578125,-1.1748046875,-0.56494140625,-3.580078125,True
466,mistralai/Ministral-8B-Instruct-2410,D,D,-1.984375,-1.109375,-3.46875,-0.70263671875,True
467,mistralai/Ministral-8B-Instruct-2410,A,A,-0.4697265625,-1.2822265625,-3.330078125,-2.892578125,True
467,mistralai/Ministral-8B-Instruct-2410,B,B,-3.85546875,-0.12103271484375,-3.40234375,-2.88671875,True
467,mistralai/Ministral-8B-Instruct-2410,C,C,-2.630859375,-1.771484375,-0.318359375,-3.583984375,True
467,mistralai/Ministral-8B-Instruct-2410,D,D,-2.23046875,-3.43359375,-3.30859375,-0.19921875,True
468,mistralai/Ministral-8B-Instruct-2410,A,B,-3.423828125,-0.23681640625,-3.205078125,-2.017578125,False
468,mistralai/Ministral-8B-Instruct-2410,B,A,-0.51220703125,-2.55859375,-2.43359375,-1.46484375,False
468,mistralai/Ministral-8B-Instruct-2410,C,A,-0.7939453125,-1.0595703125,-2.07421875,-2.63671875,False
468,mistralai/Ministral-8B-Instruct-2410,D,C,-1.5654296875,-2.251953125,-0.5341796875,-2.345703125,False
469,mistralai/Ministral-8B-Instruct-2410,A,A,-0.03369140625,-4.23828125,-4.59765625,-5.11328125,True
469,mistralai/Ministral-8B-Instruct-2410,B,B,-4.703125,-0.03045654296875,-5.03125,-4.484375,True
469,mistralai/Ministral-8B-Instruct-2410,C,C,-4.6171875,-5.1640625,-0.0244140625,-5.1640625,True
469,mistralai/Ministral-8B-Instruct-2410,D,D,-4.03125,-4.953125,-5.859375,-0.03192138671875,True
470,mistralai/Ministral-8B-Instruct-2410,A,B,-2.7578125,-0.8203125,-1.0078125,-2.0546875,False
470,mistralai/Ministral-8B-Instruct-2410,B,A,-0.7158203125,-1.9501953125,-1.4033203125,-2.138671875,False
470,mistralai/Ministral-8B-Instruct-2410,C,A,-0.712890625,-1.931640625,-1.384765625,-2.197265625,False
470,mistralai/Ministral-8B-Instruct-2410,D,A,-0.98095703125,-1.55859375,-1.76171875,-1.43359375,False
471,mistralai/Ministral-8B-Instruct-2410,A,A,-0.05340576171875,-3.677734375,-4.3828125,-4.5703125,True
471,mistralai/Ministral-8B-Instruct-2410,B,B,-4.07421875,-0.043243408203125,-4.94921875,-4.26171875,True
471,mistralai/Ministral-8B-Instruct-2410,C,C,-3.666015625,-4.87109375,-0.0416259765625,-5.23046875,True
471,mistralai/Ministral-8B-Instruct-2410,D,D,-3.697265625,-5.0546875,-5.3046875,-0.040924072265625,True
472,mistralai/Ministral-8B-Instruct-2410,A,C,-1.5283203125,-1.7626953125,-0.60693359375,-2.779296875,False
472,mistralai/Ministral-8B-Instruct-2410,B,D,-1.8720703125,-1.5751953125,-1.8251953125,-0.74755859375,False
472,mistralai/Ministral-8B-Instruct-2410,C,A,-0.806640625,-2.650390625,-1.056640625,-2.041015625,False
472,mistralai/Ministral-8B-Instruct-2410,D,A,-0.90869140625,-2.298828125,-0.98681640625,-2.126953125,False
473,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1087646484375,-2.890625,-3.953125,-3.671875,True
473,mistralai/Ministral-8B-Instruct-2410,B,B,-4.13671875,-0.04376220703125,-4.58984375,-4.37109375,True
473,mistralai/Ministral-8B-Instruct-2410,C,C,-3.658203125,-4.78515625,-0.049224853515625,-4.55078125,True
473,mistralai/Ministral-8B-Instruct-2410,D,D,-3.505859375,-4.53515625,-5.45703125,-0.052215576171875,True
474,mistralai/Ministral-8B-Instruct-2410,A,B,-1.4130859375,-0.36669921875,-3.9609375,-3.4140625,False
474,mistralai/Ministral-8B-Instruct-2410,B,B,-1.3291015625,-0.71923828125,-1.6259765625,-3.203125,True
474,mistralai/Ministral-8B-Instruct-2410,C,D,-2.85546875,-3.65234375,-1.3720703125,-0.4189453125,False
474,mistralai/Ministral-8B-Instruct-2410,D,D,-1.0888671875,-3.52734375,-3.01171875,-0.5576171875,True
475,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0283660888671875,-5.21484375,-4.60546875,-4.62109375,True
475,mistralai/Ministral-8B-Instruct-2410,B,B,-4.2421875,-0.037506103515625,-4.6484375,-4.6640625,True
475,mistralai/Ministral-8B-Instruct-2410,C,C,-4.390625,-5.171875,-0.0307769775390625,-4.671875,True
475,mistralai/Ministral-8B-Instruct-2410,D,D,-4.078125,-5.34375,-5.359375,-0.0318603515625,True
476,mistralai/Ministral-8B-Instruct-2410,A,A,-0.18994140625,-2.142578125,-3.142578125,-4.48828125,True
476,mistralai/Ministral-8B-Instruct-2410,B,B,-2.955078125,-0.345458984375,-2.142578125,-2.111328125,True
476,mistralai/Ministral-8B-Instruct-2410,C,C,-2.1015625,-2.6171875,-0.258056640625,-3.4765625,True
476,mistralai/Ministral-8B-Instruct-2410,D,D,-1.1806640625,-2.947265625,-2.728515625,-0.5556640625,True
477,mistralai/Ministral-8B-Instruct-2410,A,B,-4.3828125,-0.66357421875,-1.4912109375,-1.4287109375,False
477,mistralai/Ministral-8B-Instruct-2410,B,C,-3.291015625,-4.6484375,-0.19677734375,-2.072265625,False
477,mistralai/Ministral-8B-Instruct-2410,C,D,-1.775390625,-3.572265625,-5.1171875,-0.243896484375,False
477,mistralai/Ministral-8B-Instruct-2410,D,A,-0.76318359375,-1.9814453125,-0.96630859375,-4.71484375,False
478,mistralai/Ministral-8B-Instruct-2410,A,C,-3.744140625,-1.2119140625,-0.54052734375,-2.384765625,False
478,mistralai/Ministral-8B-Instruct-2410,B,C,-1.5400390625,-3.962890625,-0.2900390625,-4.1953125,False
478,mistralai/Ministral-8B-Instruct-2410,C,A,-0.66015625,-1.53515625,-3.69140625,-1.44140625,False
478,mistralai/Ministral-8B-Instruct-2410,D,A,-0.8779296875,-1.5029296875,-1.0498046875,-4.80078125,False
479,mistralai/Ministral-8B-Instruct-2410,A,B,-2.84375,-0.281982421875,-2.734375,-2.125,False
479,mistralai/Ministral-8B-Instruct-2410,B,B,-0.96533203125,-0.94970703125,-2.77734375,-1.79296875,True
479,mistralai/Ministral-8B-Instruct-2410,C,A,-0.947265625,-1.134765625,-1.712890625,-2.228515625,False
